major_slug,major_name,degree,total_major_credits,total_degree_credits,source,course_code,course_title,credits,category,req_group,req_group_pick,prereqs,coreqs,offered,notes,track_type
gender-sexuality-studies-ba,Gender and Sexuality Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
german-ba,German,BA,36,128,bulletin_knowledge,GERM-UA 101,Intermediate German I,4,core_required,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,GERM-UA 102,Intermediate German II,4,core_required,,0,GERM-UA 101,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,GERM-UA 200,Introduction to German Literature,4,core_required,,0,GERM-UA 102,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,GERM-UA 900,Senior Seminar,4,core_required,,0,GERM-UA 200,,varies,,major
german-ba,German,BA,36,128,bulletin_knowledge,ELECTIVE-1,German Elective 1,4,major_elective,germ_electives,4,GERM-UA 200,,varies,,major
german-ba,German,BA,36,128,bulletin_knowledge,ELECTIVE-2,German Elective 2,4,major_elective,germ_electives,4,GERM-UA 200,,varies,,major
german-ba,German,BA,36,128,bulletin_knowledge,ELECTIVE-3,German Elective 3,4,major_elective,germ_electives,4,GERM-UA 200,,varies,,major
german-ba,German,BA,36,128,bulletin_knowledge,ELECTIVE-4,German Elective 4,4,major_elective,germ_electives,4,GERM-UA 200,,varies,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-7,Free Elective 7,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-8,Free Elective 8,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-9,Free Elective 9,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-10,Free Elective 10,4,major_elective,,0,,,both,,major
german-ba,German,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,HEB-UA 1,Elementary Hebrew I,4,core_required,,0,,,fall,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,HEB-UA 2,Elementary Hebrew II,4,core_required,,0,HEB-UA 1,,spring,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,JUDST-UA 100,Introduction to Jewish Studies,4,core_required,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,JUDST-UA 900,Senior Seminar,4,core_required,,0,JUDST-UA 100,,varies,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,ELECTIVE-1,Hebrew and Judaic Studies Elective 1,4,major_elective,hebr_electives,4,JUDST-UA 100,,varies,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,ELECTIVE-2,Hebrew and Judaic Studies Elective 2,4,major_elective,hebr_electives,4,JUDST-UA 100,,varies,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,ELECTIVE-3,Hebrew and Judaic Studies Elective 3,4,major_elective,hebr_electives,4,JUDST-UA 100,,varies,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,ELECTIVE-4,Hebrew and Judaic Studies Elective 4,4,major_elective,hebr_electives,4,JUDST-UA 100,,varies,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-7,Free Elective 7,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-8,Free Elective 8,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-9,Free Elective 9,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-10,Free Elective 10,4,major_elective,,0,,,both,,major
hebrew-judaic-studies-ba,Hebrew and Judaic Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ITAL-UA 101,Intermediate Italian I,4,core_required,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ITAL-UA 102,Intermediate Italian II,4,core_required,,0,ITAL-UA 101,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ITAL-UA 200,Introduction to Italian Literature,4,core_required,,0,ITAL-UA 102,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ITAL-UA 900,Senior Seminar,4,core_required,,0,ITAL-UA 200,,varies,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ELECTIVE-1,Italian Elective 1,4,major_elective,ital_electives,4,ITAL-UA 200,,varies,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ELECTIVE-2,Italian Elective 2,4,major_elective,ital_electives,4,ITAL-UA 200,,varies,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ELECTIVE-3,Italian Elective 3,4,major_elective,ital_electives,4,ITAL-UA 200,,varies,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,ELECTIVE-4,Italian Elective 4,4,major_elective,ital_electives,4,ITAL-UA 200,,varies,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-7,Free Elective 7,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-8,Free Elective 8,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-9,Free Elective 9,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-10,Free Elective 10,4,major_elective,,0,,,both,,major
italian-ba,Italian,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,JOUR-UA 101,Reporting and Writing I,4,core_required,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,JOUR-UA 102,Reporting and Writing II,4,core_required,,0,JOUR-UA 101,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,JOUR-UA 200,Journalism Ethics and Law,4,core_required,,0,JOUR-UA 101,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,JOUR-UA 300,Multimedia Journalism,4,core_required,,0,JOUR-UA 102,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,JOUR-UA 700,Senior Capstone,4,core_required,,0,JOUR-UA 300,,varies,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,ELECTIVE-1,Journalism Elective 1,4,major_elective,jour_electives,4,JOUR-UA 200,,varies,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,ELECTIVE-2,Journalism Elective 2,4,major_elective,jour_electives,4,JOUR-UA 200,,varies,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,ELECTIVE-3,Journalism Elective 3,4,major_elective,jour_electives,4,JOUR-UA 200,,varies,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,ELECTIVE-4,Journalism Elective 4,4,major_elective,jour_electives,4,JOUR-UA 200,,varies,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-7,Free Elective 7,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-8,Free Elective 8,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-9,Free Elective 9,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-10,Free Elective 10,4,major_elective,,0,,,both,,major
journalism-ba,Journalism,BA,44,128,bulletin_knowledge,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,LACS-UA 1,Introduction to Latin American and Caribbean Studies,4,core_required,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,LACS-UA 900,Senior Seminar,4,core_required,,0,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,ELECTIVE-1,Latin American and Caribbean Studies Elective 1,4,major_elective,lacs_electives,6,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,ELECTIVE-2,Latin American and Caribbean Studies Elective 2,4,major_elective,lacs_electives,6,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,ELECTIVE-3,Latin American and Caribbean Studies Elective 3,4,major_elective,lacs_electives,6,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,ELECTIVE-4,Latin American and Caribbean Studies Elective 4,4,major_elective,lacs_electives,6,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,ELECTIVE-5,Latin American and Caribbean Studies Elective 5,4,major_elective,lacs_electives,6,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,ELECTIVE-6,Latin American and Caribbean Studies Elective 6,4,major_elective,lacs_electives,6,LACS-UA 1,,varies,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-3,Free Elective 3,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-4,Free Elective 4,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-5,Free Elective 5,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-6,Free Elective 6,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-7,Free Elective 7,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-8,Free Elective 8,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-9,Free Elective 9,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-10,Free Elective 10,4,major_elective,,0,,,both,,major
latin-american-caribbean-studies-ba,Latin American and Caribbean Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-11,Free Elective 11,4,major_elective,,0,,,both,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,FIRST-YEAR-SEMINAR,First-Year Seminar,4,gen_ed,,0,,,fall,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,EXPOS-UA 1,Writing as Inquiry,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-1,Foreign Language I,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-2,Foreign Language II,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-3,Foreign Language III,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,LANG-LEVEL-4,Foreign Language IV (Intermediate),4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,CORE-TEXTS,Texts and Ideas,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,CORE-CULTURES,Cultures and Contexts,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,CORE-EXPRESSIVE,Expressive Culture,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,CORE-PHYSICAL-SCI,Physical Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,CORE-LIFE-SCI,Life Science,4,gen_ed,,0,,,both,College Core Curriculum requirement,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,LTST-UA 1,Introduction to Latino Studies,4,core_required,,0,,,both,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,LTST-UA 900,Senior Seminar,4,core_required,,0,LTST-UA 1,,varies,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,ELECTIVE-1,Latino Studies Elective 1,4,major_elective,ltst_electives,5,LTST-UA 1,,varies,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,ELECTIVE-2,Latino Studies Elective 2,4,major_elective,ltst_electives,5,LTST-UA 1,,varies,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,ELECTIVE-3,Latino Studies Elective 3,4,major_elective,ltst_electives,5,LTST-UA 1,,varies,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,ELECTIVE-4,Latino Studies Elective 4,4,major_elective,ltst_electives,5,LTST-UA 1,,varies,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,ELECTIVE-5,Latino Studies Elective 5,4,major_elective,ltst_electives,5,LTST-UA 1,,varies,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-1,Free Elective 1,4,major_elective,,0,,,both,,major
latino-studies-ba,Latino Studies,BA,36,128,bulletin_knowledge,FREE-ELECTIVE-2,Free Elective 2,4,major_elective,,0,,,both,,major
